N,P,K,temperature,humidity,ph,rainfall,label,yield_ton_per_ha
111.5964800681138,56.3582925209333,55.80963211217888,31.397145438360845,94.35955153728604,6.247111557544908,21.264512508888025,muskmelon,12.83
132.57001793504585,56.04714352569385,53.78039113982024,29.16867858001236,63.35757802165693,6.019332533380364,62.93265808483062,cotton,1.76
22.589984545281,14.883381439953189,10.263445196704629,10.606523522825816,91.75511452465496,6.370762116891776,119.4749642823592,orange,5.69
93.2506801509476,66.05681553407457,73.18967214828807,13.09631907640905,40.32987485975441,6.205328445103211,105.00093209240526,wheat,3.51
87.52698584211672,40.16609682246659,69.40114720076139,32.31702978656419,94.69349614419824,6.210485279651739,37.621003383724585,muskmelon,11.81
62.22295654934218,55.893243085879234,43.65946766829739,32.889306304838534,82.24001875113737,6.193235991484867,197.3354179332801,jute,2.95
81.29682729100868,42.33286807802119,40.42029978776528,28.998333456872725,55.43646793550979,6.827579372351178,118.535777368542,maize,4.55
21.84945337211732,10.389337072893712,7.17994914434334,14.157847491824308,95.91449931443024,6.537127952840067,117.88456085480492,orange,4.88
64.76783273872115,65.48431116332718,62.14057308769093,25.22686842182448,99.31022279070994,7.186233280096448,151.70977249605943,papaya,24.96
64.86277295445888,48.80732807799245,67.33035054638384,11.141962892354504,65.53620742146306,6.742719790520962,84.0293288663324,wheat,3.62
30.003958710455706,76.80885501092041,34.02586684176768,22.890406042020476,43.77439059815229,7.106980612472825,51.810456579718384,lentil,1.12
22.416030197372088,13.864433509308174,46.60588350936269,27.57213433506187,67.4440905799779,5.595166385092225,113.96586085796297,mango,6.01
109.89883752535026,40.73366405781196,45.048738886880415,27.133495858845524,88.95206837687199,6.267516163173499,203.2113485265316,rice,3.37
38.41382801557239,60.35050519773698,31.641981207749577,20.24666317005272,52.56085429983053,5.829452392891853,60.020433439643,pigeonpeas,1.17
32.11793630358966,48.56703601137693,15.406599785043497,30.26801202070327,30.262830613541336,8.142834841566225,46.79913481364368,mothbeans,0.6
102.89987862363542,57.5058864659774,50.47981107927734,28.59134243532857,67.22445470468573,6.520975158114698,94.30212508399651,cotton,2.32
23.684973031453485,41.14004775103868,23.81697674057527,33.40348177588508,60.34996427974777,6.263706038462656,77.18310830060838,mungbean,1.0
52.11165425808856,69.82803726099223,54.88273641613813,26.98552403537093,95.26802918855935,7.037208179394889,171.99103689166222,papaya,25.39
32.56990860178124,11.72656535832399,220.6912189309857,22.404182588386394,92.33050098524616,6.0886436697160615,118.4635205691266,apple,3.48
22.7535470640632,24.04203389950796,58.150950455707786,25.795558829181783,97.04784293447727,7.552417873902347,245.4378600220893,coconut,40.42
64.44636418428453,44.25851900965203,48.18378749439597,34.909649908167225,70.01707394874806,6.197205897231001,168.83929824035738,jute,2.61
92.28599800759808,58.10176246776528,57.38680215814711,25.90159008244983,71.62375574100862,6.6271383940611175,73.4547484753484,watermelon,15.03
24.332764123790668,18.06016504603069,53.85943587547335,24.03015302019187,58.556469132765,5.894972563304065,187.51170754684148,mango,6.17
21.19524548356769,57.77198560874305,26.58147558921456,28.145876334140667,70.24177153397328,7.411035281584848,61.43344094044216,blackgram,1.32
194.19914468838715,76.60798057983959,240.23705395413745,25.234590217211544,81.58833314748885,6.305302326955903,191.07949305099487,banana,20.73
94.52984714248709,52.2128550184329,52.38500335362933,37.24034492430255,85.77672413272839,7.395010079749749,41.21412553807059,muskmelon,12.22
114.19702626044284,45.05359255478698,56.54383211657826,33.3712074828674,87.11572806489302,7.216734392381259,43.20909935017282,muskmelon,11.97
66.20803881717967,58.55402341638477,64.03198699799194,29.34602368717992,94.17736194511562,7.26020562452916,158.74184577331056,papaya,25.02
68.52162693573837,59.11205075003324,57.26667563832529,31.29567395168772,96.73837961166976,6.7106879170303015,191.8469422404978,papaya,25.45
88.30723738963663,53.65844894017219,45.51807169324828,24.401989979554905,57.94905053412568,6.156385507218623,97.360774646955,maize,4.13
26.155916633614915,96.55153775493037,98.11260068010024,20.94068287827037,57.0884989758611,6.7584512301329385,107.64483250134694,kidneybeans,1.73
88.84886056729196,59.735931883597935,46.12012210417886,25.019366266875192,80.91125088335517,6.857957455397508,87.122415071507,watermelon,15.18
25.149584329849382,42.71322934320756,18.90072060378651,28.850580557189616,78.85965568142271,6.993488877716199,85.04921357048887,mungbean,0.99
5.236878281542413,5.091167569616907,52.791349810169024,30.330133074889847,97.88977187852294,7.790080513664487,161.79063118202842,coconut,40.09
98.35073159826372,51.87213652098335,55.34689424317707,34.45916526405514,94.85971943950344,6.07358035888169,46.59592012115503,muskmelon,11.79
47.876841608955615,70.25513472637832,95.30555010662484,18.21495701247882,44.29310959031375,6.452057995632,85.61904168703376,chickpea,1.54
64.02458864330565,69.99841881596711,48.39622372382343,23.470814341610705,46.15418921446022,6.2860315809955,61.82748339240474,wheat,3.99
35.95464526696428,74.69562914788281,63.48068873211155,23.011064198353694,66.9024170299207,7.193889580715254,77.00492560521413,kidneybeans,1.09
91.42606472320928,33.55008572770162,42.297146690888646,28.39802285635617,62.67665903866088,6.643744542454373,103.51077443448791,maize,4.02
41.19889609636129,80.50037085397429,65.64536971068242,17.710962537640658,47.93004848108109,7.732191267223383,97.86934915693584,chickpea,1.66
21.02642882591197,29.47102559954453,29.079594099239152,26.859749148392304,66.92387732308747,6.404646955268592,71.21945090362553,pomegranate,8.5
93.4816450097176,38.37828265363231,49.28645730176123,26.94150573509831,65.25309506290105,6.110621353393462,88.50577505484384,maize,4.48
36.59879186424887,48.3125556405831,18.874506436913883,33.670116069106,73.3853658350167,6.782511133468,74.63700585837906,mungbean,0.79
37.16046542014458,99.90513189608626,69.65985941027472,18.363157441737297,58.22383035989172,6.19512100474342,70.8970355664822,kidneybeans,1.75
38.7187449649712,70.16752061882585,44.43833853657711,26.90642539892478,68.51598462863227,5.533099223023436,148.42691450304346,pigeonpeas,1.46
25.071979739372736,24.30169022123556,20.435922710294367,26.778035669784167,65.93895008031292,6.680852206215783,54.84586635334974,pomegranate,8.68
74.92229714406473,42.42097552344677,44.43218376478302,28.176194174555405,77.2079681023903,6.391748087605212,229.35212646403244,jute,2.23
140.9447937627309,96.90784924788773,229.79797946622696,25.118713466693592,81.01311281121488,6.367112573777248,137.59383754032933,banana,20.17
10.03817507295606,13.532731012247336,58.99844976792643,29.15911550515756,98.01155597301155,5.793773104306188,171.00529201793051,coconut,40.48
66.96990696492006,56.45312245420771,52.96847863543157,27.189541539841656,86.90670244045285,6.493293580562693,199.83518913104604,jute,2.65
37.47356069121497,42.5360359825352,27.998935328932557,30.93575254414298,62.54220981734048,6.755804411967626,64.82580880455293,mungbean,0.88
73.00438800544654,43.82858222080647,40.94554344185346,19.62957250664899,58.212821082663424,6.820046119071105,71.59735480579877,wheat,3.69
61.348158499207045,50.74709437539784,61.66536858643468,19.50217329739221,47.73663056299607,6.209034111109236,101.74651183996497,wheat,3.68
41.8694318496745,93.08454518936726,63.70357946710955,23.07070903866703,35.857218088694765,6.690683904489776,73.4244181707937,chickpea,2.01
98.63485234785472,44.77429367870127,63.796825668719286,33.65564325567954,85.77485797450491,6.243942444473576,31.641478101752423,muskmelon,12.4
22.65544184803241,15.718696893717322,47.886057866372965,14.652768072397292,68.90235014685092,6.321687343986242,44.44954634644184,grapes,4.36
68.76818664718539,47.62286630585957,58.656240299405134,31.866812079922816,88.56490692876152,6.796974778895813,210.92974392914144,jute,2.85
33.94048332008599,60.88948521211615,56.3783866847102,25.979087602583437,43.37771399587584,6.111667051609244,139.77423257641277,pigeonpeas,1.56
110.35727794458724,45.94161099755997,58.5310570848328,29.859534453910268,86.11052444378109,7.084143049259545,28.025355720616,muskmelon,12.25
114.44466512374387,24.03976171876577,33.83918396434278,21.61362376259185,62.86322902326683,6.197118868064651,196.81777628802,coffee,2.61
36.19848840605799,67.4939065729875,51.90665153271748,22.013047172285788,59.22896584296274,6.199272386691336,77.09425228118047,pigeonpeas,1.26
35.2460524900192,61.55752066750662,93.48478511322608,23.57573580032673,61.2679070142528,6.936921072171797,104.57732987473456,kidneybeans,1.92
87.08041937106987,41.77405067514111,42.412717422012015,24.607787680327256,82.06333718405793,6.0464047915721135,200.34172708548567,rice,3.94
21.09018554827439,56.72879474752247,22.67907946022892,30.27007624581534,71.23189015424389,6.422057818198074,65.93070909343463,mungbean,1.4
70.87453469660329,45.51270740032389,44.42470695835805,29.80132865496632,73.39640691791469,6.800410063325104,198.4368151342658,jute,2.6
94.03873317773422,50.26251134805455,78.5170750095032,17.25318470079887,64.17977649325474,6.825339813234392,62.17062664274096,wheat,3.42
26.196834902281488,25.928728717309816,29.407276458958474,30.94517620470862,51.04091677512263,7.268490347857909,93.13375814728629,pomegranate,8.82
96.78689168629072,59.627542086523896,46.98970364616202,31.37381936424853,88.65925097134159,6.241852947064746,91.92884726352054,watermelon,15.57
53.02323916376453,62.23063189229548,54.789295590689335,33.67404113224568,93.2709966540008,6.82906281690091,179.9096939258947,papaya,25.36
39.17573287880816,18.62271729352939,213.43141534440107,21.980460918755195,91.72451839876466,6.101308363814704,114.24375963958984,apple,3.38
96.62845236599394,54.56631020987469,55.97543658229257,31.56151808901605,82.17009225941572,6.254626866652895,96.96591796546797,watermelon,15.46
49.42962134488055,74.17037179865733,93.17737612572724,20.8873152213132,41.259897237588056,6.57156711105174,68.12892364344349,chickpea,1.35
23.86073967095525,17.29033742829494,58.55620123295392,25.99593959892535,60.06418833503086,5.528159326565781,60.97406222246077,mango,6.03
94.9479437386538,51.71919166398281,33.616752492110706,29.024533072858414,56.3288768871155,6.567934945095527,85.6854849517383,maize,4.55
24.230144462417627,15.573450647164668,11.44296247311646,11.630352511635616,91.33558265863483,6.733908338846412,114.93443203368123,orange,5.44
90.32977553195832,49.18271512476522,59.60065150570954,24.92618093992869,83.28751610287509,6.450101281475089,174.01456187781932,rice,4.18
20.65318121568992,79.02384767288034,76.3099242001093,19.450969307776106,63.12819207001314,7.456726361052429,92.487552442581,kidneybeans,1.97
26.36945865738948,28.480462371942128,47.39949961356252,26.66228235055922,93.98628961644076,7.27491714053988,215.08834851238697,coconut,40.72
27.7361448410376,41.61161624573028,17.20744876642418,26.38381788396675,32.243987514003926,8.366239397029473,20.181411295519357,mothbeans,0.57
23.512310686623326,13.71895999541176,202.2627942632784,21.411203827621343,91.73203630759912,5.554410127750178,113.1331391324569,apple,3.1
82.59088798100807,54.77654874702359,54.23057251726827,31.934354894368603,85.64135252237384,6.339404377137653,43.78706834988907,muskmelon,12.38
109.43072775156487,18.53927676575304,28.557607149943024,25.949667283726804,64.92837879474678,6.496075717615024,211.3514682717513,coffee,2.27
39.48635274408828,10.171729906623696,275.8121322464871,22.106032271547438,90.10090405021882,6.189157231724508,119.61080608062709,apple,3.34
26.736954028943053,71.38964776273184,37.22227040122851,15.783382177620066,36.81436995111777,7.775476562236398,46.385502581150725,lentil,1.37
24.28550861902516,87.67139611284846,88.44613910538206,21.58540515670055,52.98347798386759,7.691842879355464,84.54416456949834,chickpea,1.89
44.20896472651981,72.98324352013306,77.32885710161474,19.328160022094693,31.316998279290157,6.331499559640312,77.82166554967563,chickpea,1.84
27.10084407641044,18.26383826447188,27.802535830725397,20.20923528037867,63.142376781225465,6.230187840463612,80.57474263595995,pomegranate,7.86
27.62171105483678,18.764856130873653,11.260697819272378,14.824414970819266,95.81384895336512,7.36298334201054,116.17026546520822,orange,4.82
63.56497728464066,52.65811261490424,33.831404509057045,28.260676302525283,70.64056175340772,6.917489395485953,81.44641522099049,maize,3.93
20.858107717094388,19.695265233240068,30.77369916514383,18.549054615502317,60.50204796284488,6.552930978747433,43.95052987051928,grapes,4.49
112.5687003645207,49.27980322650436,58.505151303527256,22.553272146443447,68.26108695906797,6.964950888835665,78.36949565456364,cotton,2.37
22.619504671650688,22.827536136915825,27.3994811092664,34.44177211971098,52.53311745694388,6.341260473757639,74.04708040421518,pomegranate,7.9
50.171095402363406,66.6721511737648,51.748653949872846,31.30754998040768,95.04074946840088,7.026689358926351,196.33564226538863,papaya,25.19
26.625583488890268,51.94649816628337,51.80094091457132,16.752217721058273,56.00311063518001,6.564957487954054,98.01836682301185,chickpea,1.24
9.94419069043796,25.48365371804428,57.332553947221456,30.69160874879674,93.05109190212082,6.759929037336903,241.4815149191228,coconut,40.67
91.87017168006192,77.46422769179846,41.57374162674039,11.831648710150402,53.565970848503056,7.400812526291857,75.80780524883752,wheat,3.12
28.14419197214675,14.591591303759111,35.03576906693769,13.184482456307313,50.40472465279901,6.785989751197,70.30346801622451,grapes,4.3
20.699649766161254,12.610667998953293,222.2965876496567,23.728080980174905,96.4924273283797,5.581703959602229,102.70757192022202,apple,3.36
77.50412496221568,37.640118661381536,55.22614738277768,20.38426348962325,73.03523984270848,6.422954929249468,105.48805907233124,maize,3.98
61.05173720428754,45.106276023425416,52.76708609770955,33.45100079121744,88.33966794362806,6.500419495835081,204.54742327381976,jute,3.24
25.67014380541879,78.96850311082986,36.8492821367115,22.223735076327984,36.94984666023522,6.659195028963529,54.78344037594867,lentil,1.32
23.38948096716301,24.84797494776947,23.227069896152507,26.22270275452392,64.65446830826613,6.871752550172929,91.6635641017924,pomegranate,8.37
43.83546633472246,85.35432386333491,52.51130057319869,15.729018353679034,42.08619847897912,6.590580988095887,69.29537292224191,chickpea,1.95
22.536480451008376,61.75227351686834,34.87982445316455,26.078022441414404,46.2649280648377,5.587847957926801,109.71295240355109,pigeonpeas,1.51
25.896344766935336,47.09096417657215,23.468911219354823,27.52322744263745,78.30579880758548,6.545391234326143,86.87447194680584,mungbean,1.27
12.67095326756546,7.548297669514252,31.881647727041653,27.44206705256624,98.0473706476694,7.7561712480014915,239.6751364613065,coconut,40.8
30.0626494510308,67.75452271747571,94.35267084672618,24.09246704697153,66.75816749703607,7.288146419024208,99.9342341466296,kidneybeans,0.77
73.34856012013978,59.438282602513695,56.649560000638175,26.979153543739557,78.54871339102594,6.23839244218901,150.41971608305653,jute,2.7
23.895491644815223,15.112957462460344,48.58152720513648,20.24015184311044,52.690509845783694,6.259184477823695,61.45843297533468,grapes,4.39
24.459652704044057,13.086076816354366,10.03678191738872,10.925825227081011,96.26916279313896,6.260698285702859,101.27652069419428,orange,4.86
80.86855247413158,67.12064610236254,62.62927855983165,14.00542405254132,66.35889959065474,7.196139032410392,92.92259173292128,wheat,3.4
38.36570070759916,68.16080923205634,23.82554742074794,20.171179308569197,57.702092176496365,7.706561621206551,41.974895300894616,lentil,1.05
29.33981742667012,19.69933620741479,25.71400068978885,25.729700681944188,69.13629341181755,6.159949790580553,98.10929547459,pomegranate,8.12
61.82833098229035,43.19571124227141,47.66076700836524,25.71094100650536,89.27374331913302,6.946789776725159,183.6109646220604,jute,2.7
84.16303825672988,55.78666964681105,50.64661205174205,26.338321381674024,83.11554603568361,6.641619998714409,68.37944890878398,watermelon,15.03
68.61451589090794,68.6485556595763,69.38660250703322,26.25378884108188,91.6055781076317,7.176736698679886,177.07172383049226,papaya,25.64
21.53516123777476,50.12562330883873,50.113030013907526,25.06001468481579,52.32366429998835,6.234466114048049,97.38987005328806,pigeonpeas,1.22
121.40238959710372,49.78070356833955,59.36601972640446,22.179501690795007,74.33324836267394,7.961184247609575,92.1823485787452,cotton,2.1
20.829271525097266,16.417754044410113,39.438747315105886,20.710468405779658,57.26378392181698,6.430728395156443,70.0440943686519,grapes,4.22
75.88060164948766,32.61278300387315,48.51199548353404,21.13838393476601,61.904462856033845,6.514823877435617,114.96890098740704,maize,4.27
23.455420003408,15.043630135624465,32.12723766995525,30.372546867767547,90.71252685321365,7.766361307883654,155.09740357916613,coconut,40.67
116.68392133748462,58.69606044999479,64.53645556842831,12.505509191381128,69.7350587841093,6.347507552075165,107.13658870675629,wheat,3.74
19.935091826606,12.053681846899853,54.744553544996535,28.198278462926023,54.92541468206346,7.306815511725586,74.61200413159605,mango,6.32
109.58704578431669,19.53741759094301,33.51435037857475,24.21184581642869,50.65821593909879,6.148087157300801,237.09206608498988,coffee,2.34
76.49262935978226,54.89930396921787,52.6686406256392,31.46489705487077,86.12790586669966,6.662498458361305,182.7726956682071,jute,3.17
28.27033060579918,40.79622878891507,19.109821492049576,31.645195738131918,53.84081519574224,7.528490581378809,21.293003268449723,mothbeans,0.67
37.002654693700734,45.78300668908302,29.283901175434856,25.498601463991644,62.9981850649428,6.8988554794669685,77.27377413366929,mungbean,1.02
117.88994309535434,59.720021276457416,55.067563705178834,23.76259585530916,80.83500716698668,6.665720373891155,205.8404249735805,rice,3.9
22.520040557279884,67.8567686348807,98.05779302652368,19.579424646432216,61.35454635862109,6.8689716999929065,89.58497848200979,kidneybeans,1.01
42.93583383964153,78.67644757277867,97.80235718059666,17.004745155284027,33.277926309288645,7.707923933910845,77.56599266534994,chickpea,1.6
22.529284908071425,56.85109002930363,27.243632055883037,31.60469721364431,69.41632838731796,6.2983946696925575,78.05059825861395,blackgram,1.35
31.93890446826345,74.30483269879107,42.89020090065444,26.24845924417096,67.39124400669567,6.358184445583309,76.27066355061416,pigeonpeas,1.23
33.60122056613673,18.97282672135522,210.8939313889257,21.75111915212093,95.42701247256645,6.299010371352359,100.72509790883056,apple,3.21
21.86911964790576,14.549350717974448,10.73882638570016,11.408003051176255,90.1987990869728,6.811830942049341,119.13201135534617,orange,4.82
23.74536152451041,10.807792138743435,37.7458234735066,16.40283565929613,60.27305343642659,7.041812961055911,43.32903652407464,grapes,4.37
22.921931310826405,56.460071488938695,18.525469482178774,31.522811128184465,68.10394285150659,6.974856674120941,63.22351657886725,mungbean,0.71
28.124024840313155,14.764832078552704,11.263649826392738,11.235725350151466,90.17565455703966,6.928811887544734,109.15818813929432,orange,5.49
31.55226161274268,51.4181410750429,19.98640038261548,26.524265445305083,32.665590473414944,7.550197480969403,22.98484006618894,mothbeans,0.73
18.445619079878757,14.981507202511484,49.1526374909035,27.11333718990649,52.79837954453989,6.526283003026554,93.93863394420951,mango,5.88
116.04896091911158,42.52205391974819,47.85917613273365,30.81150957064892,88.12508473475737,6.506371673545146,83.764185531017,watermelon,15.61
81.33612026309737,41.82168829760103,40.982537877837046,26.6779482543949,80.18577981359853,6.532347727954629,70.7066703907777,watermelon,15.2
70.11530884669611,49.11454801360493,59.943256285589136,30.72329518097097,85.72889646388846,6.334014670757655,233.15453313427963,jute,3.45
39.26720640892076,60.41137983742768,88.64199892968578,24.35621546299736,62.45379081899595,7.485163269130298,82.47517743054901,kidneybeans,1.11
29.84685553915239,17.70489358501296,11.829751025562867,12.571632394549294,94.736911322907,7.133180713987887,117.6058252602686,orange,5.6
36.699135501042335,56.85069016703604,26.064163875193497,29.294478970787026,69.41411894631875,6.236057375024866,60.93204390733369,blackgram,1.08
138.59945351273456,68.44733607167406,43.47414668042223,24.011985089860904,66.39098125756813,6.3023658386745085,92.41212549333883,cotton,3.02
20.71006780222589,18.921120156910813,30.615662044752803,18.477548986936405,65.17588285408625,7.429666627922895,43.24806450413924,grapes,4.55
22.79974753443526,62.47455704055233,46.457652451640655,22.43013433221514,55.588350274090224,6.994789463197929,72.16955823415692,pigeonpeas,1.04
31.556141005021694,75.98304636133504,38.68318564858464,23.14449333733365,58.58169908099506,6.116785713804236,98.47378086812412,pigeonpeas,1.55
22.48380355647581,22.657457481221964,19.148281392696013,33.71876652832621,51.82072629890884,6.796418354897112,70.65972394013988,pomegranate,8.17
21.79325865529075,23.093913992118424,21.711890692298677,24.209533698147737,69.44459418432714,5.806729654831491,86.66639543584311,pomegranate,8.24
95.11320312608164,56.387455648545874,56.11735275138021,22.38796211381539,64.02478688361975,7.46997931228175,110.8804990523996,maize,4.39
76.34895301013907,44.12885384258138,50.54882091115557,26.24409500161844,72.4137693569248,6.510996791934343,157.91486209497276,jute,2.67
20.57982892752803,56.21841995002551,70.68213374593176,19.928645844474467,42.12869241764607,7.061875356824188,83.80526699622726,chickpea,1.33
153.48727557587551,96.91495297087548,291.2485054230368,27.65974064654112,84.24280946539801,6.323716022862177,194.9112456888247,banana,20.37
116.98450129331889,56.52515458664138,56.681544348356944,30.72446441108832,90.4915569079024,7.082779740799668,49.80118364480525,muskmelon,12.57
65.88861555898909,50.97276783391155,52.68073946827217,30.480041433982397,88.30387422849134,6.898272664492554,247.09840578768703,jute,3.27
33.94327384275961,55.80306028869448,49.245134437687554,20.85810951734329,66.58258326440549,6.843534916399925,86.75584838531938,pigeonpeas,1.06
36.551061045480935,66.82833453249921,61.21854745235841,19.840035352178457,56.80823112228519,6.76587113618934,94.60516562164798,kidneybeans,1.42
20.701966114077138,19.80322072727826,10.081458951272303,10.917321269844242,96.79069098976969,7.145071889675344,108.58685566741548,orange,5.06
28.620840858402318,18.93443465376265,33.883053932370984,9.826378911719514,69.51209937178224,7.302485945475552,93.5941688325968,grapes,4.45
31.24221765246459,40.11729455774323,21.5701973690722,33.81258067763012,61.557579781825815,7.060205394315758,87.60114492327158,blackgram,0.86
27.184622812434466,12.927244378397718,213.94853661206972,23.374721726790085,99.55414164746097,5.913644754845398,119.04841389506912,apple,3.33
112.35724905994904,77.52570616228147,260.970819553676,26.964826524029185,80.02860304374927,5.76035821622716,195.7835304448503,banana,20.39
77.01461369172074,45.892365993698064,40.15082185431997,27.26322893729867,75.62620940941486,6.889964607500909,246.7121178254748,jute,2.98
22.51574180345997,22.3582694845947,18.62722401073916,30.283079308439348,58.72428834240091,5.889587605287853,90.80167511510342,pomegranate,8.16
22.96201597254255,74.92627625138154,20.16709408344277,16.68599048434037,49.519920746336894,7.571581343055938,67.49929308081748,lentil,1.55
31.513305059948397,42.52230644750821,23.725822912102156,30.130777704837215,40.16041341435047,8.319756621912202,39.460488600720936,mothbeans,1.0
116.6435603811968,41.57707245474023,68.22300690062754,23.878724761234988,45.417260353820005,6.851917845828944,105.77441487940207,wheat,3.53
37.33642971376978,57.87946114925009,28.796888576691543,25.94849193253156,70.88252003926202,7.162662377583814,82.70780535381041,mungbean,0.86
66.49152671258734,48.20179366522306,56.16425661033006,32.47175475394768,74.45954949575363,6.616179081607008,174.34563577719976,jute,2.96
20.77958641322261,86.67389565222632,72.92109383016376,26.081272682618994,67.76236377868071,6.487935927542622,106.03843582761873,kidneybeans,1.26
81.81785521365832,45.6192637918446,59.008229681531176,28.902637838909165,84.55656752785713,6.430198896702305,177.73811829811328,rice,3.88
37.68957455193518,51.07986511006262,23.018388287344628,25.5636640029472,34.15573405129147,8.374733726673272,29.83514596550102,mothbeans,1.32
22.296066492353425,11.002413702675916,54.35521089632462,28.07890875131982,66.618449816437,5.583191912512939,63.23549358549091,mango,5.83
79.37684814196783,46.38844197428409,41.865097395707416,31.78308691511252,84.68008509087369,6.285457720287151,179.76719793463036,jute,2.74
104.5248789496624,50.62006259485925,63.65928837377375,34.37390850373299,93.81324889464952,6.879024566217445,43.358040761016696,muskmelon,12.52
37.59504804588687,51.47662743622285,36.932425586234885,27.871242892100863,47.68574543318065,5.830976589432622,72.43127638262226,pigeonpeas,1.18
56.97395790723273,58.00299107811691,67.8810922540429,29.966238140631717,95.44253909350864,7.456498124777099,194.33631915724948,papaya,25.37
31.58259608070098,63.781553075566976,38.01815460533982,21.74186948829614,50.83172293343722,6.6492443392709575,58.12521814517776,lentil,0.55
26.68363761755281,26.21881166672108,45.34558672388621,29.946813959223803,91.92752010412713,7.065190114780725,177.23845792632895,coconut,40.23
31.157473513201463,78.79373061214551,31.46084545199789,19.07808453258815,41.32197584711144,5.77791527550031,108.71430998475104,pigeonpeas,1.28
26.12764751157769,21.474992456048724,24.926396957070736,20.98838247547959,53.82578313393029,6.3148105432226975,96.84746269543476,pomegranate,8.65
9.071164381977368,6.058743686910358,46.764517047549646,28.81200464042184,92.05233926780308,7.085988219357701,224.1107041629681,coconut,40.34
21.16988037724735,51.54778954596718,69.39933799734348,16.600249364631942,30.70056288984558,7.512427227900353,78.34092035527563,chickpea,1.78
30.02149897006308,86.63495252951401,70.22636927869348,15.683532003099586,53.512795274523214,6.571516649185412,77.3106751839705,chickpea,1.22
22.44170843302465,11.126978604383252,205.7848459818233,23.23130204212063,97.11882085229288,5.558430990854575,111.20540151193946,apple,3.29
19.603861756750405,13.644098659954032,47.06009501943672,27.818236234257544,65.02546233875492,6.857034138968829,87.77741416709878,mango,6.66
25.4694903074996,54.729463492381456,15.774860356719616,24.39435594211533,39.65719262863863,7.53020978809108,29.46899646101457,mothbeans,0.98
16.27849736993467,17.38992063156244,47.93775956449838,25.57754548579288,57.5099724404144,6.495513127213792,108.03617229838132,mango,6.64
16.582407418152627,16.953542507318694,42.114491208622695,27.988846551481465,55.72361741595815,5.89783362747445,191.08935809549797,mango,6.31
